source_table,hadron,target,ref_target,Q2_min,Q2_max,nu_min,nu_max,z_min,z_max,pT2_min,pT2_max,value,stat,syst,flag
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.047,0.073,0.705,0.018,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.047,0.073,0.493,0.012,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.047,0.073,0.37,0.006,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.073,0.112,0.817,0.02,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.073,0.112,0.537,0.013,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.073,0.112,0.387,0.006,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.112,0.173,0.799,0.017,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.112,0.173,0.551,0.012,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.112,0.173,0.41,0.006,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.173,0.267,0.823,0.015,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.173,0.267,0.554,0.009,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.173,0.267,0.386,0.005,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.267,0.411,0.707,0.012,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.267,0.411,0.516,0.008,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.267,0.411,0.334,0.004,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.411,0.633,0.823,0.017,0.037,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.411,0.633,0.592,0.012,0.037,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.411,0.633,0.392,0.006,0.037,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.633,0.974,1.274,0.049,0.057,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.633,0.974,1.041,0.037,0.057,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.633,0.974,0.853,0.019,0.057,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.8,0.9,0.974,1.5,3.797,0.452,0.19,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.8,0.9,0.974,1.5,2.442,0.225,0.19,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.8,0.9,0.974,1.5,1.945,0.104,0.19,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.047,0.073,0.805,0.02,0.028,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.047,0.073,0.597,0.015,0.021,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.047,0.073,0.458,0.007,0.016,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.073,0.112,0.78,0.013,0.027,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.073,0.112,0.628,0.01,0.022,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.073,0.112,0.468,0.004,0.016,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.112,0.173,0.816,0.009,0.029,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.112,0.173,0.627,0.007,0.022,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.112,0.173,0.485,0.003,0.017,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.173,0.267,0.82,0.007,0.029,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.173,0.267,0.654,0.006,0.023,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.173,0.267,0.515,0.003,0.018,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.267,0.411,0.829,0.007,0.029,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.267,0.411,0.692,0.006,0.024,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.267,0.411,0.548,0.003,0.019,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.411,0.633,0.954,0.009,0.043,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.411,0.633,0.863,0.008,0.039,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.411,0.633,0.715,0.004,0.032,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.633,0.974,1.464,0.024,0.066,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.633,0.974,1.656,0.024,0.075,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.633,0.974,1.458,0.012,0.066,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.974,1.5,3.19,0.175,0.16,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.974,1.5,4.74,0.226,0.237,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.974,1.5,4.695,0.114,0.235,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.047,0.073,0.793,0.037,0.028,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.047,0.073,0.557,0.025,0.019,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.047,0.073,0.452,0.013,0.016,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.073,0.112,0.748,0.022,0.026,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.073,0.112,0.583,0.018,0.02,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.073,0.112,0.408,0.007,0.014,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.112,0.173,0.793,0.017,0.028,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.112,0.173,0.581,0.012,0.02,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.112,0.173,0.45,0.006,0.016,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.173,0.267,0.772,0.012,0.027,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.173,0.267,0.595,0.009,0.021,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.173,0.267,0.446,0.004,0.016,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.267,0.411,0.788,0.01,0.028,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.267,0.411,0.612,0.008,0.021,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.267,0.411,0.49,0.004,0.017,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.411,0.633,0.848,0.011,0.038,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.411,0.633,0.699,0.009,0.031,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.411,0.633,0.545,0.004,0.025,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.633,0.974,1.132,0.021,0.051,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.633,0.974,1.122,0.019,0.051,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.633,0.974,0.941,0.009,0.042,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.974,1.5,2.262,0.107,0.113,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.974,1.5,2.893,0.113,0.145,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.974,1.5,2.808,0.061,0.14,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.047,0.073,0.797,0.067,0.028,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.047,0.073,0.636,0.052,0.022,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.047,0.073,0.398,0.019,0.014,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.073,0.112,0.704,0.036,0.025,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.073,0.112,0.544,0.028,0.019,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.073,0.112,0.387,0.012,0.014,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.112,0.173,0.744,0.026,0.026,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.112,0.173,0.524,0.018,0.018,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.112,0.173,0.421,0.009,0.015,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.173,0.267,0.779,0.019,0.027,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.173,0.267,0.553,0.014,0.019,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.173,0.267,0.429,0.006,0.015,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.267,0.411,0.754,0.015,0.026,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.267,0.411,0.574,0.011,0.02,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.267,0.411,0.439,0.005,0.015,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.411,0.633,0.815,0.016,0.037,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.411,0.633,0.672,0.012,0.03,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.411,0.633,0.511,0.006,0.023,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.633,0.974,1.023,0.026,0.046,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.633,0.974,0.919,0.021,0.041,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.633,0.974,0.781,0.011,0.035,
XI,pi-,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.974,1.5,1.981,0.102,0.099,
XI,pi-,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.974,1.5,2.183,0.099,0.109,
XI,pi-,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.974,1.5,1.832,0.047,0.092,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.047,0.073,0.707,0.096,0.025,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.047,0.073,0.535,0.074,0.019,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.047,0.073,0.373,0.033,0.013,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.073,0.112,0.708,0.054,0.025,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.073,0.112,0.463,0.033,0.016,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.073,0.112,0.35,0.016,0.012,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.112,0.173,0.69,0.035,0.024,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.112,0.173,0.474,0.023,0.017,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.112,0.173,0.372,0.012,0.013,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.173,0.267,0.764,0.028,0.027,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.173,0.267,0.524,0.019,0.018,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.173,0.267,0.408,0.009,0.014,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.267,0.411,0.715,0.022,0.025,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.267,0.411,0.595,0.017,0.021,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.267,0.411,0.449,0.008,0.016,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.411,0.633,0.822,0.023,0.037,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.411,0.633,0.629,0.017,0.028,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.411,0.633,0.521,0.009,0.023,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.633,0.974,0.963,0.033,0.043,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.633,0.974,0.881,0.028,0.04,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.633,0.974,0.688,0.014,0.031,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.974,1.5,1.864,0.129,0.093,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.974,1.5,2.068,0.125,0.103,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.974,1.5,1.926,0.067,0.096,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.047,0.073,0.532,0.134,0.019,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.047,0.073,0.454,0.106,0.016,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.047,0.073,0.281,0.043,0.01,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.073,0.112,0.529,0.053,0.019,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.073,0.112,0.398,0.04,0.014,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.073,0.112,0.314,0.021,0.011,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.112,0.173,0.593,0.038,0.021,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.112,0.173,0.435,0.028,0.015,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.112,0.173,0.312,0.013,0.011,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.173,0.267,0.631,0.033,0.022,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.173,0.267,0.514,0.026,0.018,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.173,0.267,0.357,0.012,0.013,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.267,0.411,0.791,0.037,0.028,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.267,0.411,0.592,0.026,0.021,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.267,0.411,0.417,0.012,0.015,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.411,0.633,0.783,0.034,0.035,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.411,0.633,0.674,0.027,0.03,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.411,0.633,0.462,0.013,0.021,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.633,0.974,1.233,0.072,0.056,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.633,0.974,0.978,0.051,0.044,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.633,0.974,0.911,0.029,0.041,
XII,pi-,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.974,1.5,2.305,0.259,0.115,
XII,pi-,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.974,1.5,2.781,0.281,0.139,
XII,pi-,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.974,1.5,2.377,0.129,0.119,
