source_table,observable,target,ref_target,slice_var,slice_min,slice_max,dphi_bin,dphi_min,dphi_max,value,stat,syst,flag
III,C_dphi,D,,integrated,,,0.0,0.0,0.39,0.029,0.001,0.004,
III,C_dphi,C,,integrated,,,0.0,0.0,0.39,0.038,0.002,0.006,
III,C_dphi,Fe,,integrated,,,0.0,0.0,0.39,0.039,0.002,0.007,
III,C_dphi,Pb,,integrated,,,0.0,0.0,0.39,0.039,0.003,0.008,
III,C_dphi,D,,integrated,,,1.0,0.39,0.79,0.036,0.001,0.004,
III,C_dphi,C,,integrated,,,1.0,0.39,0.79,0.045,0.002,0.005,
III,C_dphi,Fe,,integrated,,,1.0,0.39,0.79,0.043,0.002,0.005,
III,C_dphi,Pb,,integrated,,,1.0,0.39,0.79,0.039,0.003,0.005,
III,C_dphi,D,,integrated,,,2.0,0.79,1.18,0.053,0.002,0.004,
III,C_dphi,C,,integrated,,,2.0,0.79,1.18,0.066,0.003,0.006,
III,C_dphi,Fe,,integrated,,,2.0,0.79,1.18,0.056,0.002,0.005,
III,C_dphi,Pb,,integrated,,,2.0,0.79,1.18,0.063,0.004,0.005,
III,C_dphi,D,,integrated,,,3.0,1.18,1.57,0.085,0.002,0.006,
III,C_dphi,C,,integrated,,,3.0,1.18,1.57,0.096,0.003,0.007,
III,C_dphi,Fe,,integrated,,,3.0,1.18,1.57,0.081,0.003,0.006,
III,C_dphi,Pb,,integrated,,,3.0,1.18,1.57,0.085,0.005,0.006,
III,C_dphi,D,,integrated,,,4.0,1.57,1.96,0.152,0.003,0.01,
III,C_dphi,C,,integrated,,,4.0,1.57,1.96,0.146,0.004,0.01,
III,C_dphi,Fe,,integrated,,,4.0,1.57,1.96,0.122,0.003,0.008,
III,C_dphi,Pb,,integrated,,,4.0,1.57,1.96,0.132,0.006,0.009,
III,C_dphi,D,,integrated,,,5.0,1.96,2.36,0.233,0.003,0.015,
III,C_dphi,C,,integrated,,,5.0,1.96,2.36,0.205,0.004,0.013,
III,C_dphi,Fe,,integrated,,,5.0,1.96,2.36,0.164,0.003,0.01,
III,C_dphi,Pb,,integrated,,,5.0,1.96,2.36,0.158,0.006,0.01,
III,C_dphi,D,,integrated,,,6.0,2.36,2.75,0.344,0.004,0.022,
III,C_dphi,C,,integrated,,,6.0,2.36,2.75,0.281,0.005,0.018,
III,C_dphi,Fe,,integrated,,,6.0,2.36,2.75,0.223,0.004,0.015,
III,C_dphi,Pb,,integrated,,,6.0,2.36,2.75,0.207,0.007,0.014,
III,C_dphi,D,,integrated,,,7.0,2.75,3.14,0.394,0.004,0.03,
III,C_dphi,C,,integrated,,,7.0,2.75,3.14,0.302,0.005,0.024,
III,C_dphi,Fe,,integrated,,,7.0,2.75,3.14,0.245,0.004,0.02,
III,C_dphi,Pb,,integrated,,,7.0,2.75,3.14,0.227,0.007,0.019,
IV,C_dphi,D,,dY,-0.5,0.5,0.0,0.0,0.39,0.009,0.002,0.001,
IV,C_dphi,C,,dY,-0.5,0.5,0.0,0.0,0.39,0.014,0.004,0.003,
IV,C_dphi,Fe,,dY,-0.5,0.5,0.0,0.0,0.39,0.024,0.004,0.005,
IV,C_dphi,Pb,,dY,-0.5,0.5,0.0,0.0,0.39,0.01,0.005,0.002,
IV,C_dphi,D,,dY,-0.5,0.5,1.0,0.39,0.79,0.009,0.002,0.001,
IV,C_dphi,C,,dY,-0.5,0.5,1.0,0.39,0.79,0.024,0.005,0.003,
IV,C_dphi,Fe,,dY,-0.5,0.5,1.0,0.39,0.79,0.026,0.004,0.004,
IV,C_dphi,Pb,,dY,-0.5,0.5,1.0,0.39,0.79,0.026,0.008,0.004,
IV,C_dphi,D,,dY,-0.5,0.5,2.0,0.79,1.18,0.018,0.003,0.002,
IV,C_dphi,C,,dY,-0.5,0.5,2.0,0.79,1.18,0.034,0.006,0.004,
IV,C_dphi,Fe,,dY,-0.5,0.5,2.0,0.79,1.18,0.029,0.005,0.003,
IV,C_dphi,Pb,,dY,-0.5,0.5,2.0,0.79,1.18,0.056,0.011,0.007,
IV,C_dphi,D,,dY,-0.5,0.5,3.0,1.18,1.57,0.066,0.005,0.005,
IV,C_dphi,C,,dY,-0.5,0.5,3.0,1.18,1.57,0.079,0.009,0.006,
IV,C_dphi,Fe,,dY,-0.5,0.5,3.0,1.18,1.57,0.082,0.008,0.006,
IV,C_dphi,Pb,,dY,-0.5,0.5,3.0,1.18,1.57,0.091,0.014,0.007,
IV,C_dphi,D,,dY,-0.5,0.5,4.0,1.57,1.96,0.118,0.007,0.011,
IV,C_dphi,C,,dY,-0.5,0.5,4.0,1.57,1.96,0.148,0.011,0.013,
IV,C_dphi,Fe,,dY,-0.5,0.5,4.0,1.57,1.96,0.118,0.009,0.011,
IV,C_dphi,Pb,,dY,-0.5,0.5,4.0,1.57,1.96,0.125,0.016,0.011,
IV,C_dphi,D,,dY,-0.5,0.5,5.0,1.96,2.36,0.247,0.01,0.016,
IV,C_dphi,C,,dY,-0.5,0.5,5.0,1.96,2.36,0.231,0.013,0.015,
IV,C_dphi,Fe,,dY,-0.5,0.5,5.0,1.96,2.36,0.199,0.011,0.013,
IV,C_dphi,Pb,,dY,-0.5,0.5,5.0,1.96,2.36,0.162,0.017,0.011,
IV,C_dphi,D,,dY,-0.5,0.5,6.0,2.36,2.75,0.407,0.012,0.026,
IV,C_dphi,C,,dY,-0.5,0.5,6.0,2.36,2.75,0.345,0.016,0.022,
IV,C_dphi,Fe,,dY,-0.5,0.5,6.0,2.36,2.75,0.297,0.014,0.019,
IV,C_dphi,Pb,,dY,-0.5,0.5,6.0,2.36,2.75,0.277,0.022,0.018,
IV,C_dphi,D,,dY,-0.5,0.5,7.0,2.75,3.14,0.493,0.014,0.037,
IV,C_dphi,C,,dY,-0.5,0.5,7.0,2.75,3.14,0.371,0.018,0.028,
IV,C_dphi,Fe,,dY,-0.5,0.5,7.0,2.75,3.14,0.317,0.015,0.025,
IV,C_dphi,Pb,,dY,-0.5,0.5,7.0,2.75,3.14,0.295,0.024,0.024,
IV,C_dphi,D,,dY,0.5,1.5,0.0,0.0,0.39,0.024,0.001,0.004,
IV,C_dphi,C,,dY,0.5,1.5,0.0,0.0,0.39,0.035,0.002,0.009,
IV,C_dphi,Fe,,dY,0.5,1.5,0.0,0.0,0.39,0.035,0.002,0.011,
IV,C_dphi,Pb,,dY,0.5,1.5,0.0,0.0,0.39,0.036,0.004,0.013,
IV,C_dphi,D,,dY,0.5,1.5,1.0,0.39,0.79,0.03,0.002,0.003,
IV,C_dphi,C,,dY,0.5,1.5,1.0,0.39,0.79,0.043,0.003,0.006,
IV,C_dphi,Fe,,dY,0.5,1.5,1.0,0.39,0.79,0.041,0.002,0.006,
IV,C_dphi,Pb,,dY,0.5,1.5,1.0,0.39,0.79,0.032,0.004,0.005,
IV,C_dphi,D,,dY,0.5,1.5,2.0,0.79,1.18,0.048,0.002,0.004,
IV,C_dphi,C,,dY,0.5,1.5,2.0,0.79,1.18,0.064,0.003,0.005,
IV,C_dphi,Fe,,dY,0.5,1.5,2.0,0.79,1.18,0.057,0.003,0.004,
IV,C_dphi,Pb,,dY,0.5,1.5,2.0,0.79,1.18,0.058,0.005,0.004,
IV,C_dphi,D,,dY,0.5,1.5,3.0,1.18,1.57,0.084,0.003,0.006,
IV,C_dphi,C,,dY,0.5,1.5,3.0,1.18,1.57,0.098,0.004,0.007,
IV,C_dphi,Fe,,dY,0.5,1.5,3.0,1.18,1.57,0.081,0.003,0.006,
IV,C_dphi,Pb,,dY,0.5,1.5,3.0,1.18,1.57,0.082,0.006,0.006,
IV,C_dphi,D,,dY,0.5,1.5,4.0,1.57,1.96,0.159,0.003,0.011,
IV,C_dphi,C,,dY,0.5,1.5,4.0,1.57,1.96,0.147,0.005,0.01,
IV,C_dphi,Fe,,dY,0.5,1.5,4.0,1.57,1.96,0.123,0.004,0.009,
IV,C_dphi,Pb,,dY,0.5,1.5,4.0,1.57,1.96,0.135,0.007,0.01,
IV,C_dphi,D,,dY,0.5,1.5,5.0,1.96,2.36,0.237,0.004,0.015,
IV,C_dphi,C,,dY,0.5,1.5,5.0,1.96,2.36,0.207,0.005,0.013,
IV,C_dphi,Fe,,dY,0.5,1.5,5.0,1.96,2.36,0.165,0.004,0.01,
IV,C_dphi,Pb,,dY,0.5,1.5,5.0,1.96,2.36,0.165,0.007,0.01,
IV,C_dphi,D,,dY,0.5,1.5,6.0,2.36,2.75,0.348,0.005,0.022,
IV,C_dphi,C,,dY,0.5,1.5,6.0,2.36,2.75,0.283,0.006,0.018,
IV,C_dphi,Fe,,dY,0.5,1.5,6.0,2.36,2.75,0.221,0.005,0.014,
IV,C_dphi,Pb,,dY,0.5,1.5,6.0,2.36,2.75,0.21,0.008,0.014,
IV,C_dphi,D,,dY,0.5,1.5,7.0,2.75,3.14,0.398,0.005,0.029,
IV,C_dphi,C,,dY,0.5,1.5,7.0,2.75,3.14,0.299,0.007,0.022,
IV,C_dphi,Fe,,dY,0.5,1.5,7.0,2.75,3.14,0.241,0.005,0.019,
IV,C_dphi,Pb,,dY,0.5,1.5,7.0,2.75,3.14,0.228,0.009,0.019,
IV,C_dphi,D,,dY,1.5,2.5,0.0,0.0,0.39,0.054,0.003,0.005,
IV,C_dphi,C,,dY,1.5,2.5,0.0,0.0,0.39,0.057,0.005,0.005,
IV,C_dphi,Fe,,dY,1.5,2.5,0.0,0.0,0.39,0.056,0.004,0.005,
IV,C_dphi,Pb,,dY,1.5,2.5,0.0,0.0,0.39,0.064,0.008,0.006,
IV,C_dphi,D,,dY,1.5,2.5,1.0,0.39,0.79,0.064,0.004,0.006,
IV,C_dphi,C,,dY,1.5,2.5,1.0,0.39,0.79,0.06,0.005,0.005,
IV,C_dphi,Fe,,dY,1.5,2.5,1.0,0.39,0.79,0.058,0.005,0.005,
IV,C_dphi,Pb,,dY,1.5,2.5,1.0,0.39,0.79,0.066,0.008,0.006,
IV,C_dphi,D,,dY,1.5,2.5,2.0,0.79,1.18,0.084,0.004,0.008,
IV,C_dphi,C,,dY,1.5,2.5,2.0,0.79,1.18,0.087,0.006,0.009,
IV,C_dphi,Fe,,dY,1.5,2.5,2.0,0.79,1.18,0.067,0.005,0.007,
IV,C_dphi,Pb,,dY,1.5,2.5,2.0,0.79,1.18,0.082,0.009,0.008,
IV,C_dphi,D,,dY,1.5,2.5,3.0,1.18,1.57,0.099,0.004,0.008,
IV,C_dphi,C,,dY,1.5,2.5,3.0,1.18,1.57,0.099,0.006,0.008,
IV,C_dphi,Fe,,dY,1.5,2.5,3.0,1.18,1.57,0.079,0.005,0.007,
IV,C_dphi,Pb,,dY,1.5,2.5,3.0,1.18,1.57,0.087,0.009,0.007,
IV,C_dphi,D,,dY,1.5,2.5,4.0,1.57,1.96,0.15,0.005,0.01,
IV,C_dphi,C,,dY,1.5,2.5,4.0,1.57,1.96,0.144,0.008,0.009,
IV,C_dphi,Fe,,dY,1.5,2.5,4.0,1.57,1.96,0.12,0.006,0.008,
IV,C_dphi,Pb,,dY,1.5,2.5,4.0,1.57,1.96,0.126,0.011,0.008,
IV,C_dphi,D,,dY,1.5,2.5,5.0,1.96,2.36,0.216,0.006,0.014,
IV,C_dphi,C,,dY,1.5,2.5,5.0,1.96,2.36,0.186,0.008,0.012,
IV,C_dphi,Fe,,dY,1.5,2.5,5.0,1.96,2.36,0.146,0.007,0.009,
IV,C_dphi,Pb,,dY,1.5,2.5,5.0,1.96,2.36,0.137,0.011,0.009,
IV,C_dphi,D,,dY,1.5,2.5,6.0,2.36,2.75,0.302,0.007,0.022,
IV,C_dphi,C,,dY,1.5,2.5,6.0,2.36,2.75,0.244,0.01,0.018,
IV,C_dphi,Fe,,dY,1.5,2.5,6.0,2.36,2.75,0.191,0.008,0.014,
IV,C_dphi,Pb,,dY,1.5,2.5,6.0,2.36,2.75,0.167,0.012,0.012,
IV,C_dphi,D,,dY,1.5,2.5,7.0,2.75,3.14,0.34,0.008,0.029,
IV,C_dphi,C,,dY,1.5,2.5,7.0,2.75,3.14,0.276,0.01,0.025,
IV,C_dphi,Fe,,dY,1.5,2.5,7.0,2.75,3.14,0.222,0.008,0.02,
IV,C_dphi,Pb,,dY,1.5,2.5,7.0,2.75,3.14,0.193,0.013,0.018,
V,C_dphi,D,,p1T,0.25,0.4,0.0,0.0,0.39,0.059,0.003,0.007,
V,C_dphi,C,,p1T,0.25,0.4,0.0,0.0,0.39,0.064,0.005,0.008,
V,C_dphi,Fe,,p1T,0.25,0.4,0.0,0.0,0.39,0.063,0.005,0.008,
V,C_dphi,Pb,,p1T,0.25,0.4,0.0,0.0,0.39,0.073,0.009,0.01,
V,C_dphi,D,,p1T,0.25,0.4,1.0,0.39,0.79,0.074,0.004,0.007,
V,C_dphi,C,,p1T,0.25,0.4,1.0,0.39,0.79,0.074,0.005,0.007,
V,C_dphi,Fe,,p1T,0.25,0.4,1.0,0.39,0.79,0.072,0.005,0.007,
V,C_dphi,Pb,,p1T,0.25,0.4,1.0,0.39,0.79,0.069,0.008,0.007,
V,C_dphi,D,,p1T,0.25,0.4,2.0,0.79,1.18,0.091,0.004,0.008,
V,C_dphi,C,,p1T,0.25,0.4,2.0,0.79,1.18,0.097,0.006,0.008,
V,C_dphi,Fe,,p1T,0.25,0.4,2.0,0.79,1.18,0.081,0.005,0.007,
V,C_dphi,Pb,,p1T,0.25,0.4,2.0,0.79,1.18,0.091,0.009,0.008,
V,C_dphi,D,,p1T,0.25,0.4,3.0,1.18,1.57,0.117,0.004,0.008,
V,C_dphi,C,,p1T,0.25,0.4,3.0,1.18,1.57,0.124,0.007,0.008,
V,C_dphi,Fe,,p1T,0.25,0.4,3.0,1.18,1.57,0.098,0.006,0.006,
V,C_dphi,Pb,,p1T,0.25,0.4,3.0,1.18,1.57,0.106,0.01,0.007,
V,C_dphi,D,,p1T,0.25,0.4,4.0,1.57,1.96,0.208,0.006,0.013,
V,C_dphi,C,,p1T,0.25,0.4,4.0,1.57,1.96,0.181,0.008,0.012,
V,C_dphi,Fe,,p1T,0.25,0.4,4.0,1.57,1.96,0.152,0.007,0.01,
V,C_dphi,Pb,,p1T,0.25,0.4,4.0,1.57,1.96,0.157,0.012,0.01,
V,C_dphi,D,,p1T,0.25,0.4,5.0,1.96,2.36,0.242,0.006,0.015,
V,C_dphi,C,,p1T,0.25,0.4,5.0,1.96,2.36,0.209,0.008,0.013,
V,C_dphi,Fe,,p1T,0.25,0.4,5.0,1.96,2.36,0.175,0.007,0.011,
V,C_dphi,Pb,,p1T,0.25,0.4,5.0,1.96,2.36,0.184,0.013,0.012,
V,C_dphi,D,,p1T,0.25,0.4,6.0,2.36,2.75,0.262,0.006,0.017,
V,C_dphi,C,,p1T,0.25,0.4,6.0,2.36,2.75,0.217,0.009,0.014,
V,C_dphi,Fe,,p1T,0.25,0.4,6.0,2.36,2.75,0.19,0.007,0.013,
V,C_dphi,Pb,,p1T,0.25,0.4,6.0,2.36,2.75,0.149,0.011,0.01,
V,C_dphi,D,,p1T,0.25,0.4,7.0,2.75,3.14,0.273,0.006,0.023,
V,C_dphi,C,,p1T,0.25,0.4,7.0,2.75,3.14,0.24,0.009,0.022,
V,C_dphi,Fe,,p1T,0.25,0.4,7.0,2.75,3.14,0.209,0.008,0.019,
V,C_dphi,Pb,,p1T,0.25,0.4,7.0,2.75,3.14,0.172,0.012,0.016,
V,C_dphi,D,,p1T,0.4,0.6,0.0,0.0,0.39,0.022,0.002,0.003,
V,C_dphi,C,,p1T,0.4,0.6,0.0,0.0,0.39,0.033,0.003,0.005,
V,C_dphi,Fe,,p1T,0.4,0.6,0.0,0.0,0.39,0.035,0.003,0.006,
V,C_dphi,Pb,,p1T,0.4,0.6,0.0,0.0,0.39,0.035,0.005,0.008,
V,C_dphi,D,,p1T,0.4,0.6,1.0,0.39,0.79,0.028,0.002,0.002,
V,C_dphi,C,,p1T,0.4,0.6,1.0,0.39,0.79,0.044,0.003,0.004,
V,C_dphi,Fe,,p1T,0.4,0.6,1.0,0.39,0.79,0.039,0.003,0.004,
V,C_dphi,Pb,,p1T,0.4,0.6,1.0,0.39,0.79,0.038,0.005,0.004,
V,C_dphi,D,,p1T,0.4,0.6,2.0,0.79,1.18,0.048,0.002,0.003,
V,C_dphi,C,,p1T,0.4,0.6,2.0,0.79,1.18,0.064,0.004,0.004,
V,C_dphi,Fe,,p1T,0.4,0.6,2.0,0.79,1.18,0.05,0.003,0.003,
V,C_dphi,Pb,,p1T,0.4,0.6,2.0,0.79,1.18,0.059,0.006,0.004,
V,C_dphi,D,,p1T,0.4,0.6,3.0,1.18,1.57,0.084,0.003,0.005,
V,C_dphi,C,,p1T,0.4,0.6,3.0,1.18,1.57,0.093,0.005,0.006,
V,C_dphi,Fe,,p1T,0.4,0.6,3.0,1.18,1.57,0.079,0.004,0.005,
V,C_dphi,Pb,,p1T,0.4,0.6,3.0,1.18,1.57,0.089,0.007,0.006,
V,C_dphi,D,,p1T,0.4,0.6,4.0,1.57,1.96,0.159,0.004,0.011,
V,C_dphi,C,,p1T,0.4,0.6,4.0,1.57,1.96,0.152,0.006,0.01,
V,C_dphi,Fe,,p1T,0.4,0.6,4.0,1.57,1.96,0.124,0.005,0.009,
V,C_dphi,Pb,,p1T,0.4,0.6,4.0,1.57,1.96,0.15,0.009,0.01,
V,C_dphi,D,,p1T,0.4,0.6,5.0,1.96,2.36,0.253,0.005,0.016,
